application_id,group,annual_income,credit_score,employment_length,debt_to_income,revolving_util,num_credit_lines,loan_amount,home_ownership,loan_purpose,age,defaulted
L60923,B,"$38,723",528.0,< 1 year,0.484,0.585,5,26500,MORTGAGE,credit card,49,1
L64203,A,"$119,970",650.0,3 years,0.357,0.292,10,11000,Rent,credit_card,45,0
L64408,B,"$91,188",727.0,6 years,0.441,0.248,8,12000,Mortgage,credit_card,51,1
L62647,B,"$12,050",584.0,2 years,0.407,0.274,10,24100,OWN,debt_consolidation,44,1
L61922,A,"$105,266",636.0,5 years,0.35,0.54,10,7100,MORTGAGE,debt_consolidation,52,0
L61411,A,"$49,513",689.0,4 years,0.336,0.467,7,5600,MORTGAGE,debt_consolidation,64,0
L60219,A,"$79,706",705.0,5 years,0.337,0.341,13,22300,RENT,debt_consolidation,43,0
L60156,A,"$63,607",810.0,6 years,0.291,0.384,5,12200,RENT,debt_consolidation,18,0
L64156,A,"$105,879",622.0,10+ years,0.055,0.451,4,13900,Own,credit_card,39,0
L61323,A,"$39,703",644.0,6 years,0.31,0.409,12,15700,RENT,debt_consolidation,67,1
L62608,B,"$48,619",629.0,< 1 year,0.225,0.0,12,11700,RENT,credit_card,27,0
L63474,B,"$97,664",681.0,10+ years,0.102,0.335,12,1000,MORTGAGE,debt_consolidation,46,0
L61949,A,"$46,801",677.0,8 years,0.168,0.442,7,6400,mortgage,medical,48,0
L64622,B,"$33,523",680.0,10+ years,0.214,0.361,4,32400,MORTGAGE,major_purchase,62,1
L61489,A,"$87,164",661.0,4 years,0.235,0.905,10,32000,RENT,debt_consolidation,54,1
L60745,A,"$73,135",760.0,3 years,0.133,0.462,10,17200,Rent,debt_consolidation,80,0
L62033,B,"$46,319",673.0,9 years,0.252,0.538,7,30100,OWN,debt_consolidation,73,1
L60406,A,"$27,601",687.0,6 years,0.023,0.297,15,13200,MORTGAGE,credit_card,70,1
L60246,A,"$39,036",619.0,< 1 year,0.207,0.244,12,5900,Rent,debt_consolidation,42,0
L65174,A,"$60,694",655.0,5 years,0.231,0.291,12,9100,rent,major_purchase,42,0
L61976,B,"$40,733",623.0,5 years,0.308,0.511,4,4800,rent,credit_card,45,0
L61782,A,"$99,082",646.0,7 years,0.469,0.428,9,21300,MORTGAGE,credit_card,41,0
L61814,A,"$26,578",721.0,,0.039,0.62,5,1300,RENT,major_purchase,29,0
L60629,A,"$64,034",606.0,2 years,0.633,0.248,4,5100,rent,credit_card,26,0
L60349,A,"$120,507",681.0,10+ years,0.083,0.362,7,4500,RENT,debt_consolidation,54,0
L64328,A,"$62,773",678.0,8 years,0.207,0.764,13,18400,MORTGAGE,Debt Consolidation,39,0
L64494,A,"$50,863",694.0,3 years,0.272,0.326,6,9400,RENT,Debt Consolidation,40,0
L64939,B,"$47,143",653.0,7 years,0.219,0.798,5,9400,OWN,debt_consolidation,34,0
L63841,B,"$46,147",624.0,3 years,0.19,0.433,8,7200,RENT,credit_card,44,0
L64366,A,"$96,323",747.0,10+ years,0.447,0.418,10,1800,OWN,major_purchase,26,0
L61256,A,"$74,843",666.0,4 years,0.238,0.554,6,13200,mortgage,debt_consolidation,66,0
L64993,A,"$98,244",719.0,2 years,0.156,0.786,10,11600,MORTGAGE,major_purchase,41,0
L65147,B,"$44,748",510.0,1 years,0.407,0.348,5,12800,MORTGAGE,Credit Card,48,0
L60701,B,"$120,515",571.0,4 years,0.235,0.522,7,4600,Own,debt_consolidation,60,0
L61647,B,"$36,118",737.0,< 1 year,0.55,0.237,4,15200,RENT,debt_consolidation,39,1
L64758,A,"$104,087",693.0,6 years,0.242,0.07,11,14800,MORTGAGE,Credit Card,31,1
L60829,A,"$147,513",753.0,9 years,0.512,0.755,12,10100,RENT,home_improvement,35,0
L64759,A,"$142,457",712.0,6 years,0.104,0.489,21,32900,RENT,Credit Card,44,0
L62381,A,"$36,613",599.0,5 years,0.377,0.491,12,2600,OWN,credit_card,45,0
L61114,B,"$123,853",715.0,10+ years,0.182,0.277,6,14500,MORTGAGE,home_improvement,23,0
L63423,A,"$65,169",668.0,4 years,0.267,0.212,12,25000,MORTGAGE,credit_card,48,0
L65066,A,"$22,934",663.0,3 years,0.331,0.0,15,17300,RENT,home_improvement,41,1
L60975,A,"$63,645",685.0,7 years,0.235,0.358,3,3100,MORTGAGE,debt_consolidation,53,0
L64897,A,"$91,414",676.0,6 years,0.072,0.513,8,18100,MORTGAGE,Major Purchase,35,0
L61780,A,"$47,769",598.0,2 years,0.52,0.268,15,16900,OWN,Debt Consolidation,41,1
L60361,A,"$85,473",692.0,5 years,0.164,0.372,7,25900,RENT,credit_card,45,0
L62400,A,"$165,789",648.0,8 years,0.192,0.243,8,7200,OWN,debt_consolidation,29,0
L61901,B,"$39,079",674.0,< 1 year,0.34,0.356,6,19600,Mortgage,debt_consolidation,39,1
L65184,A,"$41,096",657.0,4 years,0.145,0.696,7,16100,MORTGAGE,credit_card,41,0
L63271,A,"$105,928",684.0,< 1 year,0.182,0.584,4,24500,own,debt_consolidation,63,0
L61158,A,"$89,177",739.0,10+ years,0.351,0.436,8,15300,OWN,debt_consolidation,28,0
L61409,A,"$89,487",755.0,2 years,0.347,0.491,12,13800,Mortgage,home_improvement,47,0
L61412,A,"$33,461",707.0,10 years,0.336,0.566,13,19100,mortgage,debt_consolidation,21,0
L61720,A,"$53,996",631.0,5 years,0.348,0.331,7,27200,mortgage,debt_consolidation,51,1
L60339,A,"$72,071",739.0,3 years,0.229,0.433,9,22600,MORTGAGE,other,43,1
L64688,A,"$121,459",783.0,10+ years,0.157,0.32,6,3700,Own,medical,48,0
L64702,A,"$61,254",740.0,6 years,0.249,0.175,6,13200,OWN,home_improvement,35,0
L62009,B,"$48,756",617.0,7 years,0.345,0.474,4,13200,OWN,debt consolidation,39,0
L62227,A,"$108,778",663.0,6 years,0.272,0.562,6,17800,MORTGAGE,credit_card,57,0
L60114,A,"$70,556",648.0,4 years,0.233,0.835,9,23400,RENT,debt consolidation,41,0
L60740,B,"$43,121",640.0,4 years,0.144,0.386,11,14500,MORTGAGE,debt_consolidation,34,0
L60710,A,"$60,576",717.0,10 years,0.387,0.72,24,22600,MORTGAGE,other,50,1
L62402,B,"$29,279",645.0,9 years,0.268,0.202,6,11200,MORTGAGE,debt_consolidation,36,0
L62438,A,"$79,659",705.0,4 years,0.152,0.154,13,18200,RENT,debt_consolidation,48,0
L64207,A,"$54,595",630.0,1 years,0.466,0.634,10,3600,Mortgage,credit_card,52,1
L63534,B,"$40,724",675.0,4 years,0.249,0.639,8,12400,MORTGAGE,credit_card,49,0
L61154,A,"$70,721",654.0,10+ years,0.149,0.557,14,9600,MORTGAGE,debt_consolidation,32,0
L61768,A,"$67,240",668.0,6 years,0.349,0.536,8,10000,RENT,debt consolidation,28,0
L64975,A,"$66,476",683.0,2 years,0.382,0.246,2,18800,RENT,debt_consolidation,36,0
L62326,A,"$44,964",613.0,7 years,0.132,0.703,3,11900,MORTGAGE,debt_consolidation,36,1
L62515,B,"$34,796",658.0,10+ years,0.27,0.383,9,38800,OWN,debt_consolidation,38,0
L63659,A,"$76,588",660.0,6 years,0.419,0.628,7,22100,Mortgage,debt_consolidation,51,1
L61812,A,"$28,665",516.0,3 years,0.187,0.266,15,13000,OWN,credit_card,51,1
L63465,B,"$32,173",668.0,4 years,0.479,0.606,4,16400,rent,debt_consolidation,42,1
L62449,B,"$78,352",734.0,10+ years,0.32,0.564,7,2400,RENT,other,36,0
L62300,A,"$22,252",715.0,9 years,0.308,0.406,6,16900,OWN,Debt Consolidation,62,0
L63376,A,"$17,993",675.0,10+ years,0.223,0.551,6,14500,MORTGAGE,credit_card,33,1
L61287,B,"$44,578",723.0,10+ years,0.19,0.703,8,19500,MORTGAGE,credit card,36,0
L64742,B,"$88,704",770.0,1 years,0.133,0.28,6,19200,RENT,credit_card,29,0
L61164,B,"$72,729",667.0,10+ years,0.291,0.513,5,1000,MORTGAGE,credit_card,46,1
L64327,B,"$122,763",640.0,3 years,0.211,0.557,12,7800,RENT,home_improvement,30,0
L63315,A,"$38,118",656.0,3 years,0.336,0.541,9,12200,OWN,debt_consolidation,25,0
L63481,A,"$84,632",727.0,3 years,0.355,0.359,12,26200,MORTGAGE,debt_consolidation,35,0
L62763,B,"$37,210",731.0,3 years,0.291,1.058,11,19300,MORTGAGE,Home Improvement,48,1
L62321,A,"$20,818",774.0,2 years,0.242,0.507,13,3500,MORTGAGE,other,27,0
L63094,B,"$51,193",661.0,< 1 year,0.207,0.537,9,11900,MORTGAGE,major_purchase,52,0
L61936,B,"$53,640",748.0,5 years,0.282,0.458,11,20400,RENT,other,50,0
L60865,A,"$38,595",622.0,5 years,0.083,0.88,11,14300,RENT,home_improvement,42,0
L61466,B,"$69,356",632.0,5 years,0.236,0.366,9,18700,MORTGAGE,credit card,53,1
L62090,B,"$51,500",594.0,1 years,0.27,0.47,6,6500,mortgage,major_purchase,20,1
L62458,B,"$44,677",701.0,< 1 year,0.333,0.634,6,21300,MORTGAGE,home_improvement,28,0
L63280,A,"$34,311",706.0,4 years,0.186,0.391,17,16100,MORTGAGE,debt_consolidation,37,0
L63626,A,"$73,147",,4 years,0.365,0.409,8,16100,own,Home Improvement,18,1
L64833,A,"$58,916",641.0,10+ years,0.186,0.393,15,16700,OWN,medical,47,0
L61174,A,"$47,103",794.0,< 1 year,0.221,0.006,7,20100,OWN,Home Improvement,43,0
L63005,A,"$43,967",740.0,3 years,0.335,1.047,6,15300,RENT,Other,52,0
L61435,A,"$41,601",676.0,3 years,0.346,0.871,10,20000,MORTGAGE,home_improvement,25,1
L60902,A,"$107,970",733.0,10 years,0.339,0.0,5,10200,mortgage,credit_card,62,0
L61455,A,"$21,120",731.0,10+ years,0.391,0.653,10,22400,MORTGAGE,debt_consolidation,42,1
L65126,A,"$62,307",731.0,6 years,0.259,0.235,8,9500,mortgage,other,49,0
L63322,A,"$93,880",716.0,10 years,0.087,0.69,10,26300,RENT,debt consolidation,51,0
L60354,A,"$163,473",608.0,10+ years,0.297,0.397,9,26800,OWN,credit_card,30,0
L64767,B,"$109,706",727.0,< 1 year,0.349,0.434,8,30000,RENT,debt_consolidation,34,0
L64516,B,"$59,805",678.0,< 1 year,0.339,0.515,3,8700,MORTGAGE,credit_card,29,0
L63496,A,"$26,661",642.0,5 years,0.262,0.237,5,23000,Mortgage,debt_consolidation,36,1
L63571,A,"$77,827",596.0,10+ years,0.31,0.655,4,25300,rent,other,47,0
L60515,A,"$31,729",571.0,4 years,0.342,0.507,9,8000,OWN,debt_consolidation,36,1
L64874,B,"$39,153",650.0,10+ years,0.405,0.543,3,25400,own,credit_card,25,1
L62998,A,"$42,075",768.0,10+ years,0.368,0.579,10,10300,MORTGAGE,debt_consolidation,45,0
L64465,A,"$42,641",713.0,2 years,0.317,0.201,14,3900,MORTGAGE,major_purchase,48,0
L64130,A,"$48,217",647.0,< 1 year,0.215,0.574,8,15000,rent,credit_card,31,0
L60699,A,"$135,330",708.0,3 years,0.223,0.678,10,16900,MORTGAGE,debt_consolidation,54,0
L62297,A,"$33,666",682.0,8 years,0.169,0.314,5,13400,Mortgage,Major Purchase,26,1
L62043,B,"$95,936",646.0,2 years,0.185,0.602,7,20300,RENT,home_improvement,18,1
L62655,B,"$41,216",703.0,1 years,0.431,0.47,4,18400,Rent,debt_consolidation,29,1
L61374,A,"$63,147",831.0,5 years,0.28,0.457,11,6200,own,credit_card,31,0
L64043,B,"$62,891",655.0,9 years,0.429,0.872,5,16500,RENT,debt_consolidation,41,0
L62607,B,"$52,583",699.0,7 years,0.323,0.291,9,21200,MORTGAGE,other,21,1
L62802,A,"$85,672",686.0,1 years,0.404,0.512,8,15500,OWN,Medical,43,0
L64012,A,"$61,934",613.0,8 years,0.248,0.055,9,6600,RENT,debt_consolidation,47,0
L61011,A,"$81,515",701.0,9 years,0.185,0.313,6,22100,mortgage,credit_card,29,1
L63635,A,"$46,214",705.0,5 years,0.104,0.44,7,6400,MORTGAGE,medical,58,0
L63958,B,"$46,396",593.0,6 years,0.318,0.658,8,25000,RENT,Other,46,1
L61300,A,"$83,282",,4 years,0.356,0.706,4,7500,MORTGAGE,debt consolidation,45,0
L64011,A,"$76,601",747.0,6 years,0.275,0.302,8,14500,rent,medical,30,0
L62721,B,"$72,682",678.0,10+ years,0.281,0.559,7,24100,RENT,debt consolidation,59,0
L64166,A,"$47,014",758.0,1 years,0.25,0.274,8,14000,RENT,debt_consolidation,27,0
L64487,A,"$65,448",772.0,8 years,0.192,0.704,8,19700,RENT,debt consolidation,52,0
L64331,B,"$86,345",834.0,3 years,0.323,0.112,8,16500,own,major_purchase,33,0
L64161,A,"$64,369",573.0,2 years,0.372,0.55,10,9500,MORTGAGE,home_improvement,25,1
L62656,B,"$82,550",632.0,5 years,0.313,0.663,7,1600,OWN,major_purchase,37,1
L62159,A,"$49,811",832.0,2 years,0.257,0.141,15,8300,rent,debt_consolidation,18,0
L63770,B,"$71,376",764.0,2 years,0.305,0.438,9,12900,RENT,Medical,27,0
L62809,A,"$99,838",763.0,4 years,0.346,0.51,10,18500,RENT,other,18,1
L64180,B,"$111,732",607.0,3 years,0.276,0.419,13,1000,MORTGAGE,Debt Consolidation,67,0
L60148,A,"$41,353",832.0,3 years,0.176,0.573,9,4900,RENT,Major Purchase,51,0
L63180,B,"$30,080",548.0,4 years,0.273,0.428,8,16200,OWN,debt_consolidation,41,0
L64482,B,"$38,707",678.0,6 years,0.392,0.093,6,4700,MORTGAGE,debt_consolidation,38,0
L64864,A,"$53,461",738.0,4 years,0.066,0.531,8,26300,OWN,debt_consolidation,57,0
L60530,B,"$48,550",672.0,1 years,0.087,0.455,11,15800,MORTGAGE,credit_card,21,0
L60986,B,"$72,745",583.0,9 years,0.2,0.291,5,14400,RENT,credit_card,50,0
L64400,B,"$118,493",706.0,10+ years,0.316,0.184,10,1000,OWN,debt_consolidation,57,0
L64464,A,"$60,495",689.0,2 years,0.493,0.282,4,3800,mortgage,debt_consolidation,43,0
L64490,A,"$48,877",628.0,10+ years,0.186,0.701,11,18000,OWN,debt_consolidation,22,0
L63807,B,"$39,751",,< 1 year,0.211,0.256,7,15400,RENT,debt_consolidation,18,0
L63406,A,"$77,964",664.0,8 years,0.373,0.75,8,37200,MORTGAGE,Credit Card,39,0
L64668,B,"$67,386",603.0,2 years,0.336,0.371,4,31500,OWN,debt_consolidation,28,0
L64950,B,"$21,225",629.0,3 years,0.245,0.611,1,27000,MORTGAGE,credit_card,25,0
L61941,A,"$65,636",666.0,4 years,0.379,0.42,9,28900,mortgage,debt_consolidation,41,1
L64241,A,"$89,711",601.0,10+ years,0.083,0.771,14,26100,Rent,debt_consolidation,43,0
L63043,A,"$41,747",740.0,2 years,0.329,0.37,8,4200,MORTGAGE,Medical,44,0
L61292,A,"$39,386",793.0,4 years,0.168,0.0,8,30500,RENT,debt_consolidation,30,0
L62753,B,"$43,318",561.0,10+ years,0.31,0.647,9,1000,rent,debt consolidation,61,0
L60358,A,"$32,042",617.0,7 years,0.298,0.623,6,8400,RENT,debt_consolidation,40,0
L62953,B,"$20,550",589.0,6 years,0.484,0.632,6,18500,MORTGAGE,debt_consolidation,63,1
L62340,B,"$66,345",760.0,10+ years,0.215,0.243,8,1000,RENT,credit_card,31,0
L63435,B,"$55,643",683.0,7 years,0.22,0.667,7,11800,RENT,home_improvement,28,1
L60033,A,"$98,475",666.0,4 years,0.487,0.314,8,4300,RENT,Credit Card,33,0
L60329,B,"$22,085",704.0,6 years,0.412,0.288,12,12700,Rent,credit_card,22,1
L64277,A,"$74,931",655.0,4 years,0.222,0.56,11,14800,MORTGAGE,debt_consolidation,37,0
L64225,A,"$51,418",725.0,10+ years,0.259,0.207,15,18000,MORTGAGE,Medical,50,0
L64406,A,"$73,893",721.0,6 years,0.247,0.402,2,16700,Rent,major_purchase,45,1
L61731,A,"$82,720",623.0,10+ years,0.459,0.32,5,18500,MORTGAGE,debt_consolidation,41,0
L61536,B,"$61,924",750.0,4 years,0.413,0.917,6,7700,RENT,debt_consolidation,43,0
L61887,B,"$43,540",724.0,10+ years,0.291,0.228,4,10800,MORTGAGE,debt consolidation,18,0
L65162,A,"$81,267",664.0,8 years,0.381,0.459,9,18600,RENT,debt consolidation,45,0
L61386,B,"$69,589",662.0,< 1 year,0.238,0.383,8,20000,MORTGAGE,home_improvement,40,1
L64892,B,"$60,201",692.0,8 years,0.212,0.255,8,14500,RENT,debt_consolidation,47,1
L62156,B,"$163,645",725.0,5 years,0.226,0.544,9,18000,MORTGAGE,credit_card,55,0
L63217,A,"$40,810",635.0,< 1 year,0.274,0.318,9,23000,mortgage,credit_card,24,0
L63040,A,"$95,059",615.0,3 years,0.047,0.517,7,19700,OWN,Debt Consolidation,28,0
L60686,A,"$40,116",769.0,5 years,0.31,0.518,6,8400,RENT,major_purchase,43,1
L61261,B,"$45,740",585.0,4 years,0.073,0.316,13,13300,own,credit_card,63,1
L64196,B,"$297,856",,5 years,0.311,0.509,5,15300,MORTGAGE,home_improvement,61,0
L63844,A,"$51,827",840.0,4 years,0.213,0.459,11,24500,OWN,Other,18,0
L63055,B,"$32,766",626.0,10+ years,0.422,0.473,10,11500,MORTGAGE,major_purchase,33,1
L61405,B,"$84,221",690.0,10+ years,0.557,0.451,10,3600,mortgage,debt_consolidation,59,0
L60692,B,"$58,458",813.0,2 years,0.227,0.313,10,19200,MORTGAGE,debt_consolidation,52,0
L63373,A,"$86,015",635.0,4 years,0.262,0.575,7,1800,RENT,other,35,0
L64430,B,"$36,770",628.0,< 1 year,0.404,0.492,3,26700,Mortgage,Debt Consolidation,58,1
L63404,A,"$27,801",728.0,7 years,0.0,0.482,5,11400,RENT,debt_consolidation,61,0
L64002,B,"$49,438",674.0,8 years,0.424,0.048,5,12100,Mortgage,debt_consolidation,31,0
L63793,B,"$51,040",576.0,4 years,0.248,0.413,9,8900,RENT,home_improvement,51,1
L64079,A,"$45,239",739.0,4 years,0.193,0.406,10,1100,OWN,credit_card,52,0
L65036,A,"$44,721",689.0,4 years,0.163,0.652,11,13200,mortgage,debt_consolidation,22,1
L61763,A,"$21,872",630.0,10+ years,0.357,0.513,11,1000,MORTGAGE,other,41,0
L61987,A,"$76,856",670.0,9 years,0.309,0.425,12,31400,mortgage,debt_consolidation,64,1
L60673,B,"$57,832",649.0,5 years,0.187,0.313,8,14700,MORTGAGE,credit_card,25,0
L60396,A,"$31,329",805.0,7 years,0.232,0.721,9,15200,MORTGAGE,credit_card,43,0
L60752,A,"$65,449",713.0,6 years,0.032,0.559,10,18900,RENT,other,50,0
L64379,A,"$37,837",742.0,8 years,0.258,0.118,3,24600,RENT,Debt Consolidation,42,0
L63672,A,"$81,062",777.0,10+ years,0.275,0.347,11,5900,RENT,debt_consolidation,43,0
L63970,B,"$53,244",663.0,5 years,0.13,0.272,11,4700,Own,other,54,0
L64096,A,"$44,399",728.0,4 years,0.38,0.218,15,5800,RENT,major_purchase,42,0
L64559,B,"$134,797",673.0,5 years,0.326,0.735,8,20600,RENT,Debt Consolidation,42,1
L60128,A,"$103,844",787.0,10+ years,0.436,0.0,8,28500,Mortgage,debt_consolidation,28,0
L60802,A,"$109,612",725.0,4 years,0.386,0.377,9,8100,MORTGAGE,credit_card,36,1
L60387,B,"$25,865",680.0,3 years,0.426,0.473,10,8700,MORTGAGE,home_improvement,42,1
L63691,A,"$38,504",555.0,7 years,0.178,0.932,8,15400,RENT,credit_card,29,0
L61006,A,"$64,968",701.0,5 years,0.449,0.419,11,27600,RENT,credit_card,25,1
L60807,A,"$104,426",725.0,6 years,0.108,0.264,6,17200,RENT,credit_card,37,0
L60652,A,"$47,503",719.0,8 years,0.392,0.48,12,26600,MORTGAGE,credit card,30,0
L61670,B,"$30,055",,5 years,0.265,0.512,6,1000,RENT,debt_consolidation,26,1
L62045,A,"$56,605",703.0,10+ years,0.259,0.765,11,11700,OWN,Home Improvement,35,0
L61893,A,"$74,247",702.0,10+ years,0.144,0.498,14,9600,MORTGAGE,Credit Card,32,0
L63656,A,"$26,996",601.0,3 years,0.406,0.265,9,1000,MORTGAGE,debt_consolidation,32,0
L61152,B,"$75,396",625.0,1 years,0.319,0.445,7,7700,MORTGAGE,home_improvement,36,0
L64022,B,"$127,645",705.0,2 years,0.275,0.376,13,6900,RENT,Home Improvement,43,1
L63492,B,"$27,391",663.0,10+ years,0.187,0.245,8,23700,MORTGAGE,other,55,1
L62334,A,"$68,991",655.0,3 years,0.464,0.511,5,22200,MORTGAGE,debt_consolidation,50,1
L62958,B,"$68,373",647.0,4 years,0.369,0.692,7,13000,OWN,debt_consolidation,52,1
L62315,A,"$40,662",686.0,8 years,0.141,0.764,7,10000,RENT,credit_card,32,0
L64842,B,"$98,475",680.0,10+ years,0.233,0.494,4,16700,RENT,Other,32,0
L60951,A,"$44,979",714.0,6 years,0.38,0.312,10,21700,MORTGAGE,debt_consolidation,31,0
L62413,A,"$81,930",681.0,10+ years,0.477,0.231,6,33500,Rent,credit_card,56,0
L63872,B,"$76,062",630.0,< 1 year,0.255,0.499,5,16900,RENT,other,18,0
L65084,B,"$84,419",609.0,5 years,0.399,0.186,6,12400,MORTGAGE,credit_card,46,0
L61421,A,"$36,832",762.0,5 years,0.583,0.326,13,2300,OWN,debt_consolidation,18,1
L60967,A,"$59,670",613.0,8 years,0.344,0.283,8,6000,own,credit_card,54,0
L62930,B,"$16,399",629.0,10+ years,0.283,0.598,7,1000,RENT,debt_consolidation,38,0
L64920,A,"$76,595",670.0,10+ years,0.218,0.0,7,35800,RENT,debt_consolidation,34,0
L62589,A,"$57,035",736.0,10+ years,0.233,0.982,14,22900,MORTGAGE,other,41,0
L62058,A,"$88,995",676.0,4 years,0.293,0.225,12,33300,MORTGAGE,credit_card,35,0
L64273,B,"$64,376",662.0,7 years,0.193,0.324,7,17000,Mortgage,debt_consolidation,51,0
L61603,B,"$54,541",699.0,4 years,0.465,0.213,5,10500,MORTGAGE,major_purchase,55,0
L60665,B,"$66,496",727.0,4 years,0.512,0.53,13,12800,RENT,medical,46,0
L63284,B,"$24,187",699.0,1 years,0.342,0.291,9,17100,OWN,major_purchase,42,0
L61357,B,"$19,050",697.0,6 years,0.203,0.636,9,13000,MORTGAGE,home_improvement,46,1
L61438,B,"$75,527",604.0,2 years,0.352,0.317,12,1600,MORTGAGE,major_purchase,52,0
L63197,A,"$63,021",688.0,2 years,0.381,0.452,12,17900,MORTGAGE,home_improvement,45,0
L62257,A,"$45,186",694.0,10 years,0.435,0.164,7,6700,MORTGAGE,credit_card,19,1
L63631,B,"$35,241",643.0,6 years,0.413,0.603,6,17300,RENT,home_improvement,32,0
L63487,A,"$46,373",618.0,4 years,0.282,0.429,7,20800,OWN,Debt Consolidation,18,0
L63643,B,"$67,954",648.0,3 years,0.294,0.504,6,15900,mortgage,Debt Consolidation,36,0
L64069,A,"$55,908",614.0,10+ years,0.252,0.296,11,3900,OWN,Major Purchase,30,0
L60202,B,"$42,711",691.0,5 years,0.158,0.19,7,31500,RENT,debt_consolidation,55,0
L62829,A,"$42,578",640.0,10+ years,0.494,0.289,15,21800,rent,credit_card,66,0
L62048,A,"$65,550",776.0,3 years,0.186,0.49,9,6300,RENT,other,35,1
L63302,A,"$43,876",699.0,8 years,0.219,0.453,9,23100,RENT,debt_consolidation,36,0
L64418,A,"$95,119",690.0,6 years,0.094,0.355,10,8800,mortgage,major_purchase,60,0
L62611,A,"$18,312",570.0,4 years,0.198,0.624,11,1000,RENT,medical,20,0
L61866,A,"$68,267",633.0,3 years,0.418,0.473,8,25700,rent,other,44,1
L63514,A,"$82,651",622.0,7 years,0.297,0.314,8,8400,MORTGAGE,credit_card,39,0
L60758,A,"$108,525",742.0,9 years,0.219,0.52,6,13000,Own,medical,39,0
L60014,B,"$34,181",793.0,10 years,0.305,0.435,5,8100,RENT,debt_consolidation,43,0
L63644,A,"$49,656",665.0,3 years,0.244,0.584,6,17800,OWN,Debt Consolidation,39,0
L60813,B,"$48,834",592.0,3 years,0.442,0.599,5,11900,MORTGAGE,major_purchase,64,0
L64804,B,"$47,306",740.0,10+ years,0.126,0.283,9,29200,Mortgage,debt consolidation,73,0
L65119,A,"$65,315",745.0,8 years,0.0,0.176,9,1000,Mortgage,home_improvement,41,0
L62242,A,"$40,478",840.0,5 years,0.346,0.559,10,22100,OWN,Debt Consolidation,46,0
L60910,A,"$34,713",689.0,3 years,0.199,0.109,10,14800,RENT,major_purchase,29,1
L62977,B,"$62,460",625.0,2 years,0.229,0.744,4,13900,Rent,debt_consolidation,40,0
L63062,B,"$63,548",614.0,6 years,0.277,0.31,11,29000,OWN,major_purchase,61,0
L64793,B,"$79,122",753.0,6 years,0.552,0.329,12,33900,mortgage,debt_consolidation,55,1
L62644,A,"$34,749",778.0,4 years,0.305,0.403,7,14600,OWN,other,51,0
L63427,A,"$28,548",722.0,4 years,0.202,0.424,6,29400,RENT,medical,62,0
L64052,A,"$72,121",661.0,2 years,0.308,0.236,10,19500,RENT,debt_consolidation,51,0
L62629,B,"$44,747",653.0,5 years,0.124,0.492,4,19300,RENT,home_improvement,44,0
L64231,A,"$124,354",655.0,3 years,0.255,0.0,8,14600,MORTGAGE,credit_card,32,0
L64320,B,"$100,703",594.0,< 1 year,0.091,0.573,4,11900,RENT,medical,37,0
L64825,A,"$38,661",793.0,1 years,0.361,0.628,7,15100,RENT,major_purchase,47,0
L64709,B,"$46,444",691.0,2 years,0.285,0.6,7,4900,MORTGAGE,major_purchase,24,1
L61859,A,"$76,704",786.0,4 years,0.305,0.449,12,17300,RENT,medical,24,0
L61882,A,"$72,705",642.0,6 years,0.242,0.544,9,11800,MORTGAGE,credit_card,52,0
L64703,A,"$93,307",646.0,< 1 year,0.275,0.555,2,18700,MORTGAGE,debt_consolidation,51,0
L64208,A,"$22,278",755.0,4 years,0.433,0.695,14,1000,RENT,major_purchase,49,1
L63415,A,"$73,951",668.0,3 years,0.313,0.756,11,15600,RENT,debt_consolidation,27,0
L63007,B,"$99,483",701.0,1 years,0.395,0.497,13,19300,MORTGAGE,debt_consolidation,50,0
L65175,A,"$31,092",827.0,5 years,0.275,0.362,6,20000,MORTGAGE,debt consolidation,39,0
L63602,B,"$89,310",812.0,10+ years,-1.0,0.221,10,17700,MORTGAGE,Other,34,0
L64409,A,"$73,060",629.0,7 years,0.44,0.545,11,25000,RENT,debt_consolidation,43,1
L64830,B,"$72,870",604.0,7 years,0.351,0.38,6,14500,MORTGAGE,debt_consolidation,31,0
L60008,A,"$45,492",758.0,< 1 year,0.299,0.279,10,22300,MORTGAGE,home_improvement,38,0
L64280,A,"$26,554",704.0,10+ years,0.365,0.833,10,11300,RENT,credit_card,45,0
L60310,A,"$31,965",635.0,7 years,0.363,0.137,9,17600,RENT,debt_consolidation,38,0
L64831,B,"$68,519",621.0,10+ years,0.294,0.606,8,8800,RENT,medical,54,0
L64256,A,"$66,360",685.0,2 years,0.467,0.266,10,23700,MORTGAGE,debt_consolidation,80,0
L62357,B,"$83,228",609.0,5 years,0.226,0.735,6,1000,RENT,debt_consolidation,47,0
L62732,A,"$37,416",621.0,,0.374,0.518,11,22400,RENT,Major Purchase,42,1
